init_variables.started,init_variables.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,instruction_single.started,instruction_single.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,interval.started,interval.stopped,cue_single.started,cue_single.stopped,mask.started,mask.stopped,ori_response_single.started,res_ori,res,ori_response_single.stopped,key_resp_single.keys,key_resp_single.rt,key_resp_single.duration,disp_single.started,disp_single.stopped,key_resp.keys,key_resp.rt,key_resp.duration,single.thisRepN,single.thisTrialN,single.thisN,single.thisIndex,single.ran,ori,path,mask_path,instruction_bandit.started,instruction_bandit.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,cue_bandit.started,cue_bandit.stopped,bandit_res.keys,bandit_res.rt,bandit_res.duration,outcome_bandit.started,rew,action,outcome_bandit.stopped,bandit.thisRepN,bandit.thisTrialN,bandit.thisN,bandit.thisIndex,bandit.ran,actual_rew1,actual_rew2,rew1,rew2,instruction_task.started,instruction_task.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,wait_ready.started,wait_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue.started,cue.stopped,ori_response.started,ori_response.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,outcome.started,diff1,diff2,outcome.stopped,disp_outcome_practice.started,disp_outcome_practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ori1,ori2,break_blk.started,break_blk.stopped,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,condition_file
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1272.0795,1273.0771,,,1273.582,1273.8255,,68,68,,,,,,,,,,,,,,,,bars/044.png,bars/mask000.png,,,,,,,,,,,,2,1,,,,,,,4,5,3,5,,,,,,,,,,,1273.0795,1273.5819,1273.8256,1274.3095,space,0.4533,,1274.3096,7,87,1275.3016,1275.3016,1275.3032,,,,0,1,1,1,1,75,155,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1275.3037,1276.3014,,,1276.7845,1277.0264,,90,90,,,,,,,,,,,,,,,,bars/020.png,bars/mask003.png,,,,,,,,,,,,1,1,,,,,,,6,7,7,8,,,,,,,,,,,1276.3015,1276.7844,1277.0265,1277.4836,space,0.426,,1277.4836,25,80,1278.4759,1278.4759,1278.4777,,,,0,2,2,2,1,115,170,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1278.4784,1279.4753,,,1279.9793,1280.2267,,113,113,,,,,,,,,,,,,,,,bars/026.png,bars/mask002.png,,,,,,,,,,,,0,2,,,,,,,8,5,7,5,,,,,,,,,,,1279.4754,1279.9792,1280.2268,1282.5074,space,2.2508,,1282.5075,78,28,1283.504,1283.5042,1283.5083,,,,0,3,3,3,1,35,85,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1283.5089,1284.5055,,,1284.9991,1285.256,,123,123,,,,,,,,,,,,,,,,bars/002.png,bars/mask009.png,,,,,,,,,,,,5,1,,,,,,,6,3,6,2,,,,,,,,,,,1284.5055,1284.9991,1285.2561,1286.1824,space,0.9017,,1286.1824,7,38,1287.1733,1287.1733,1287.1779,,,,0,4,4,4,1,130,85,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1287.1784,1288.173,,,1288.6734,1288.9296,,177,-3,,,,,,,,,,,,,,,,bars/036.png,bars/mask009.png,,,,,,,,,,,,1,2,,,,,,,4,5,4,6,,,,,,,,,,,1288.1731,1288.6733,1288.9298,1289.5805,space,0.6261,,1289.5805,32,23,1290.5739,1290.574,1290.5791,,,,0,5,5,5,1,145,20,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1290.5798,1291.5786,,,1292.0722,1292.3221,,107,107,,,,,,,,,,,,,,,,bars/013.png,bars/mask007.png,,,,,,,,,,,,0,1,,,,,,,2,3,3,3,,,,,,,,,,,1291.5787,1292.0721,1292.3222,1292.8724,space,0.5154,,1292.8725,32,83,1293.8716,1293.8716,1293.8762,,,,0,6,6,6,1,75,10,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1293.8768,1294.8712,,,1295.354,1295.6032,,116,116,,,,,,,,,,,,,,,,bars/014.png,bars/mask002.png,,,,,,,,,,,,0,1,,,,,,,4,1,6,2,,,,,,,,,,,1294.8714,1295.3539,1295.6033,1296.3301,space,0.7024,,1296.3301,36,64,1297.3208,1297.3209,1297.3224,,,,0,7,7,7,1,80,0,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1297.3229,1298.3204,,,1298.8204,1299.0706,,90,90,,,,,,,,,,,,,,,,bars/022.png,bars/mask005.png,,,,,,,,,,,,4,1,,,,,,,6,3,5,4,,,,,,,,,,,1298.3206,1298.8203,1299.0707,1301.8526,space,2.7509,,1301.8527,5,70,1302.8434,1302.8434,1302.8597,,,,0,8,8,8,1,95,20,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1302.86,1303.8508,,,1304.3522,1304.5917,,40,40,,,,,,,,,,,,,,,,bars/047.png,bars/mask007.png,,,,,,,,,,,,1,1,,,,,,,8,5,7,5,,,,,,,,,,,1303.8509,1304.3521,1304.5917,1305.2763,space,0.6748,,1305.2763,25,30,1306.2678,1306.2681,1306.2698,,,,0,9,9,9,1,15,70,,,,,,,,
,,613a9b39928d81d5ce5a3f7c,001,2023-12-14_24h16.34.785,bars,2023.2.3,Win32,40.00320026,,,,,,1306.2703,1307.268,,,1307.7656,1308.018,,135,135,,,,,,,,,,,,,,,,bars/014.png,bars/mask001.png,,,,,,,,,,,,0,2,,,,,,,10,3,10,4,,,,,,,,,,,1307.2681,1307.7656,1308.0181,1309.9011,space,1.8525,,1309.9012,55,45,1310.8921,1310.8922,1310.9195,,,,0,10,10,10,1,80,0,,,,,,,,
