init_variables.started,init_variables.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,instruction_single.started,instruction_single.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,interval.started,interval.stopped,cue_single.started,cue_single.stopped,mask.started,mask.stopped,ori_response_single.started,res_ori,res,ori_response_single.stopped,key_resp_single.keys,key_resp_single.rt,key_resp_single.duration,disp_single.started,disp_single.stopped,key_resp.keys,key_resp.rt,key_resp.duration,single.thisRepN,single.thisTrialN,single.thisN,single.thisIndex,single.ran,ori,path,mask_path,instruction_bandit.started,instruction_bandit.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,cue_bandit.started,cue_bandit.stopped,bandit_res.keys,bandit_res.rt,bandit_res.duration,outcome_bandit.started,rew,action,outcome_bandit.stopped,bandit.thisRepN,bandit.thisTrialN,bandit.thisN,bandit.thisIndex,bandit.ran,actual_rew1,actual_rew2,rew1,rew2,instruction_task.started,instruction_task.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,wait_ready.started,wait_ready.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,cue.started,cue.stopped,ori_response.started,ori_response.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,outcome.started,diff1,diff2,outcome.stopped,disp_outcome_practice.started,disp_outcome_practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,ori1,ori2,break_blk.started,break_blk.stopped,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,block.ran,condition_file
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1002.654,1003.65,,,1004.15,1004.399,,108,108,,,,,,,,,,,,,,,,bars/013.png,bars/mask008.png,,,,,,,,,,,,0,1,,,,,,,6,3,5,5,,,,,,,,,,,1003.65,1004.15,1004.399,1006.962,space,2.56,,1006.962,33,82,1007.962,1007.962,1007.967,,,,0,16,16,16,1,75,10,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1007.967,1008.962,,,1009.462,1009.712,,107,107,,,,,,,,,,,,,,,,bars/015.png,bars/mask001.png,,,,,,,,,,,,7,1,,,,,,,8,5,8,5,,,,,,,,,,,1008.962,1009.462,1009.712,1012.567,space,2.852,,1012.567,3,53,1013.566,1013.566,1013.571,,,,0,17,17,17,1,110,160,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1013.571,1014.566,,,1015.067,1015.316,,154,154,,,,,,,,,,,,,,,,bars/042.png,bars/mask006.png,,,,,,,,,,,,5,1,,,,,,,6,3,7,3,,,,,,,,,,,1014.566,1015.067,1015.316,1017.032,space,1.709,,1017.032,9,79,1018.032,1018.032,1018.037,,,,0,18,18,18,1,145,75,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1018.037,1019.032,,,1019.532,1019.782,,55,55,,,,,,,,,,,,,,,,bars/016.png,bars/mask009.png,,,,,,,,,,,,5,1,,,,,,,8,1,9,1,,,,,,,,,,,1019.032,1019.532,1019.782,1022.053,space,2.268,,1022.053,15,70,1023.053,1023.053,1023.053,,,,0,19,19,19,1,40,165,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1023.053,1024.053,,,1024.553,1024.803,,39,39,,,,,,,,,,,,,,,,bars/043.png,bars/mask004.png,,,,,,,,,,,,7,1,,,,,,,10,0,10,0,,,,,,,,,,,1024.053,1024.553,1024.803,1026.087,space,1.278,,1026.087,9,89,1027.088,1027.088,1027.088,,,,0,20,20,20,1,30,130,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1027.088,1028.087,,,1028.587,1028.838,,38,38,,,,,,,,,,,,,,,,bars/043.png,bars/mask002.png,,,,,,,,,,,,4,1,,,,,,,8,0,6,0,,,,,,,,,,,1028.087,1028.587,1028.838,1030.352,space,1.511,,1030.352,8,88,1031.351,1031.351,1031.351,,,,0,21,21,21,1,30,130,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1031.352,1032.352,,,1032.851,1033.102,,118,118,,,,,,,,,,,,,,,,bars/045.png,bars/mask004.png,,,,,,,,,,,,3,1,,,,,,,6,0,7,0,,,,,,,,,,,1032.352,1032.851,1033.102,1036.581,space,3.478,,1036.581,18,72,1037.581,1037.581,1037.585,,,,0,22,22,22,1,100,10,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1037.585,1038.581,,,1039.081,1039.331,,120,120,,,,,,,,,,,,,,,,bars/021.png,bars/mask001.png,,,,,,,,,,,,0,1,,,,,,,4,2,2,1,,,,,,,,,,,1038.581,1039.081,1039.331,1042.567,space,3.235,,1042.567,35,50,1043.567,1043.567,1043.572,,,,0,23,23,23,1,155,70,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1043.572,1044.567,,,1045.067,1045.317,,176,176,,,,,,,,,,,,,,,,bars/018.png,bars/mask008.png,,,,,,,,,,,,0,1,,,,,,,2,4,0,4,,,,,,,,,,,1044.567,1045.067,1045.317,1050.005,space,4.685,,1050.005,26,86,1051.005,1051.005,1051.01,,,,0,24,24,24,1,150,90,,,,,,,,
,,60e686b927391d9ac83103f2,001,2023-12-14_07h21.44.739,bars,2023.2.3,Win32,125,,,,,,1051.01,1052.005,,,1052.506,1052.755,,148,148,,,,,,,,,,,,,,,,bars/048.png,bars/mask004.png,,,,,,,,,,,,1,2,,,,,,,0,6,0,6,,,,,,,,,,,1052.005,1052.506,1052.755,1054.297,space,1.539,,1054.297,82,27,1055.297,1055.297,1055.298,,,,0,25,25,25,1,50,175,,,,,,,,
